0,9.959034023045426,9.959034023045426,2.801210403442383
1,-39.14369156976013,-29.184657546714703,5.4818480014801025
2,-39.14826024357133,-68.33291779028603,5.679794549942017
3,-25.4135881688601,-93.74650595914613,5.703385353088379
4,-16.12176164787992,-109.86826760702606,5.4754533767700195
5,-144.96774482069424,-254.83601242772028,5.717325687408447
6,-50.366332663306935,-305.2023450910272,5.716657400131226
7,-61.02616980900046,-366.2285149000277,5.635486125946045
8,18.604388062973882,-347.6241268370538,5.671523094177246
9,-112.0907143450481,-459.71484118210185,5.794469118118286
10,3.120958901399007,-456.5938822807028,5.563932657241821
11,54.135054887796,-402.4588273929068,5.806696176528931
12,-100.24734850787922,-502.70617590078604,7.135509967803955
13,-174.40146655924033,-677.1076424600263,6.660515069961548
14,-61.668542036702476,-738.7761844967288,6.898258924484253
15,-67.49527767016019,-806.271462166889,6.201313018798828
16,-54.27924645142592,-860.550708618315,6.4954304695129395
17,-252.03881010942112,-1112.589518727736,6.598411560058594
18,-199.46980356657787,-1312.059322294314,6.825137376785278
19,37.929122406084154,-1274.1301998882298,6.401073932647705
20,-342.52865535592036,-1616.6588552441501,6.27868914604187
21,-437.9810615875809,-2054.639916831731,6.7441725730896
22,-402.013319016154,-2456.6532358478853,6.68546462059021
23,-468.5372269783634,-2925.1904628262487,7.594390630722046
24,2.9155195728615695,-2922.274943253387,6.6429057121276855
25,-483.6457142745129,-3405.9206575279,6.586891412734985
26,-401.93405772174503,-3807.854715249645,6.433455467224121
27,-374.7590255060236,-4182.613740755669,7.029849290847778
28,-15.002295955601397,-4197.616036711271,6.314605712890625
29,-475.34068067091084,-4672.9567173821815,6.511262655258179
